,Year,Country Code,Country Name,Region,Income Group,Lending Type,Military Expenditure ($Millions),Military Expenditure (% of GDP),GDP ($Billions),GDP PPP ($Billions),GDP Per Capita ($),GDP Per Capita PPP ($),Suicide Mortality Rate (Per 100K People),Life Expectancy at Birth (Years),Population (Millions),Group
30,2000,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,184.718394612119,3.19124295081058,5.78832960915755,15.410698645681999,3351.6965168531,8923.46988866842,35.3,51.011,1.726985,REST OF WORLD
31,2000,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,,,0.9167772826916589,2.45276138178094,243.877580075298,652.474184934689,19,45.406,3.75917,REST OF WORLD
32,2000,CAN,Canada,North America,High income,Not classified,8299.38523072365,1.11434980213748,744.773415931587,900.9969868010639,24271.0020563821,29362.0841609786,11.9,79.1668292682927,30.68573,G7
33,2000,CHE,Switzerland,Europe & Central Asia,High income,Not classified,2800.14684635608,1.02928011745958,279.216033870204,263.627541287892,38865.021939688,36695.2070554187,20.2,79.6804878048781,7.18425,REST OF WORLD
34,2000,CHI,Channel Islands,Europe & Central Asia,High income,Not classified,,,6.43970343471024,,44318.2210969282,,,79.155,0.145306,REST OF WORLD
35,2000,CHL,Chile,Latin America & Caribbean ,High income,IBRD,2103.46060968852,2.68861588559481,78.3397507217352,145.355726570836,5102.96876097291,9468.31876647394,10.3,76.87,15.351799,REST OF WORLD
36,2000,CHN,China,East Asia & Pacific,Upper middle income,IBRD,22237.140151214502,1.83575968454189,1211.3316518660902,3683.89577237901,959.360431369138,2917.6021545082,14.3,71.881,1262.645,BRICS
37,2000,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,,,16.5775338918785,53.815165580265,986.77735288125,3203.34658837138,14.1,50.842,16.79967,REST OF WORLD
38,2000,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,123.034343854287,1.32474886472414,10.5665792945159,31.443201183707803,700.163236203934,2083.49106023577,10.7,52.932,15.091594,REST OF WORLD
39,2000,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA,132.883821703899,0.220260772572306,19.0880463057971,21.0388415065075,392.626333784131,432.752680679359,7.9,51.781,48.616317,REST OF WORLD
40,2000,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend,,,3.2279276975792097,11.5573210353613,1029.96068881894,3687.68679156273,14.5,53.682,3.13403,REST OF WORLD
41,2000,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,3027.9227932372196,3.03168353865852,99.8750749510278,264.870681670304,2546.85021359809,6754.29733112748,5,71.32,39.215135,REST OF WORLD
42,2000,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA,,,0.351136579648632,0.9759581773795429,654.18043075023,1818.24616937157,6.3,58.757,0.536758,REST OF WORLD
43,2000,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend,6.80107279821535,1.15402591313906,0.539227277626411,1.41638664712855,1176.70725787049,3090.85336884928,12,68.618,0.458251,REST OF WORLD
44,2000,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD,0,,15.0136296586521,31.0273276440675,3773.03379319679,7797.39199482597,6.4,77.586,3.979193,REST OF WORLD
45,2000,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,,,30.5654,,2752.20378269319,,17.2,76.183,11.105791,REST OF WORLD
46,2000,CUW,Curacao,Latin America & Caribbean ,High income,Not classified,,,,2.9303353313144496,,21891.0453557033,,73.0339512195122,0.13386,REST OF WORLD
47,2000,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified,,,,,,,,,0.039658,REST OF WORLD
48,2000,CYP,Cyprus,Europe & Central Asia,High income,Not classified,281.160374253609,2.82209015133954,9.98584448633365,14.7766248080681,14388.34765625,21291.26171875,2,76.568,0.948237,REST OF WORLD
49,2000,CZE,Czechia,Europe & Central Asia,High income,Not classified,1157.2940847288999,1.87735695616487,61.8281664960941,166.517021861121,6029.03819275358,16237.5425544554,16.3,74.9682926829268,10.255063,REST OF WORLD
50,2000,DEU,Germany,Europe & Central Asia,High income,Not classified,26497.593164388698,1.35888303317903,1947.98199101177,2236.3565802700095,23694.7604830673,27202.4760848567,14.5,77.9268292682927,82.211508,G7
51,2000,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA,26.0250617540977,5.06910119132427,0.551230861856505,,742.865697154312,,7.2,56.573,0.742033,REST OF WORLD
52,2000,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend,,,0.33347037037037,0.453399921424338,4879.14977277925,6633.89110444413,,72.693,0.068346,REST OF WORLD
53,2000,DNK,Denmark,Europe & Central Asia,High income,Not classified,2392.5108311868903,1.45744405054744,164.158739097623,153.042814477824,30743.5476816354,28661.7641564157,15.6,76.5926829268293,5.339616,REST OF WORLD
54,2000,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,246.81084374048098,1.03009647155323,24.3057806286677,57.2091809032136,2845.84655316676,6698.34689822214,3.9,69.423,8.540791,REST OF WORLD
55,2000,DZA,Algeria,Middle East & North Africa,Upper middle income,IBRD,1881.1636491194502,3.43338563505363,54.7903985703282,283.90837568752397,1780.37606280604,9225.40608014391,4.5,70.478,30.774621,REST OF WORLD
56,2000,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,266,1.45207595274333,17.5394547273637,72.68697597449969,1389.09792925024,5756.69707976241,6.4,72.839,12.626507,REST OF WORLD
57,2000,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,2627.6983338373598,2.55126513982739,99.8385439600763,398.414667936713,1398.85983078672,5582.27567096494,3.1,68.007,71.371371,REST OF WORLD
58,2000,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA,230.67012987013,32.6556711938037,0.7063708155844161,3.5005952219589602,295.19692403481,1462.92134246555,14.5,56.111,2.39288,REST OF WORLD
59,2000,ESP,Spain,Europe & Central Asia,High income,Not classified,10273.7792518887,1.72551798839458,598.363313494903,875.7382292231309,14749.6874248766,21586.9938141957,8.6,78.9658536585366,40.567864,REST OF WORLD
60,2000,EST,Estonia,Europe & Central Asia,High income,Not classified,78.3133085597839,1.37632711527768,5.68657974753524,13.1630870622361,4070.60902410208,9422.49706491914,29.1,70.4170731707317,1.396985,REST OF WORLD
61,2000,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,617.5416136279,7.61384390577726,8.2423496178638,31.946530375204702,122.961659681414,476.587208516879,9.7,50.538,67.031867,REST OF WORLD
62,2000,FIN,Finland,Europe & Central Asia,High income,Not classified,1558.13524967754,1.24114750368778,126.019543413334,138.660850936689,24345.9148217032,26788.1090073235,24.3,77.4658536585366,5.176209,REST OF WORLD
63,2000,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,32.0395373528389,1.75624341841376,1.67821950789829,4.72883518213735,2015.85749571271,5680.22109327028,10.6,66.31,0.832509,REST OF WORLD
64,2000,FRA,France,Europe & Central Asia,High income,Not classified,28403.1389487059,2.08501824480333,1365.63966079216,1589.447364206,22416.425417915,26090.1387960261,20.2,79.0560975609756,60.921384,G7
65,2000,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified,,,1.0671095306479799,,23370.7737767844,,,78.4365853658537,0.04566,REST OF WORLD
66,2000,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA,,,0.2332718,0.26709616219022797,2088.20954444136,2390.99949144857,24,69.769,0.111709,REST OF WORLD
67,2000,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD,91.295212198164,1.80145224765811,5.08048362853013,16.9984216528911,3991.15715141003,13353.7232088764,13,61.069,1.272935,REST OF WORLD
68,2000,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,39343.7112725782,2.3727966452319,1665.5348766833101,1562.40969054196,28280.926786099,26529.8521734351,8.6,77.7414634146342,58.892514,G7
69,2000,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,18.8242914324173,0.615582490752135,3.05747533518846,12.888609494795201,749.908534993961,3161.1958249061,7.4,69.575,4.077131,REST OF WORLD
70,2000,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,50.8826082408578,0.4436304,4.98285066220851,45.4633524049935,253.380293175761,2311.83279252132,5.4,58.195,19.665502,REST OF WORLD
71,2000,GIB,Gibraltar,Europe & Central Asia,High income,Not classified,,,,,,,,81.37,0.027741,REST OF WORLD
72,2000,GIN,Guinea,Sub-Saharan Africa ,Lower middle income,IDA,45.9679312141144,1.53463751403247,4.36745886671537,10.0792488620793,523.866637197361,1208.98269863361,5.4,52.479,8.336967,REST OF WORLD
73,2000,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA,3.32353217179142,0.31579359886356,0.78291387180966,2.5192429156787,544.620961107601,1752.4692656538,5.6,56.942,1.437539,REST OF WORLD
74,2000,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA,9.53136060766093,2.62803036170707,0.391345597467891,1.25199464312728,317.947690957941,1017.17972158021,9.5,50.121,1.230849,REST OF WORLD
75,2000,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD,,,1.04599849643872,5.21860663976783,1527.05637771592,7618.65966268624,12.6,53.226,0.684977,REST OF WORLD
76,2000,GRC,Greece,Europe & Central Asia,High income,Not classified,4564.52244623907,3.46535532008881,130.45775662843602,210.915047006964,12072.9293569196,19518.6743098678,3.5,77.8878048780488,10.805808,REST OF WORLD
77,2000,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend,,,0.52004437037037,0.785007409910407,4840.68406406257,7307.01662363549,1.9,72.783,0.107432,REST OF WORLD
78,2000,GRL,Greenland,Europe & Central Asia,High income,Not classified,,,1.06802501600862,1.6639839351885701,19004.0038435698,29608.2550745297,,66.0990243902439,0.0562,REST OF WORLD
79,2000,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,157.848092786958,0.918401634718749,19.2889290300508,55.1537563058631,1664.30774802438,4758.83465637152,10.2,67.446,11.589761,REST OF WORLD
80,2000,GUM,Guam,East Asia & Pacific,High income,Not classified,,,,,,,,74.417,0.160188,REST OF WORLD
81,2000,GUY,Guyana,Latin America & Caribbean ,High income,IDA,12.585649290138699,1.765977248429,0.712667896727512,4.48185274185402,938.893297983287,5904.54757566227,31.4,64.483,0.759051,REST OF WORLD
82,2000,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,,,171.668891194349,188.116473376969,25756.7728723704,28224.5271383299,,80.8731707317073,6.665,REST OF WORLD
83,2000,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,52.462396894711304,0.729929060458941,7.18663802905875,17.019478118653602,1079.6056663087,2556.73444804369,2.1,68.662,6.656725,REST OF WORLD
84,2000,HRV,Croatia,Europe & Central Asia,High income,IBRD,659.775033312514,3.02098660264849,22.1284145485444,47.674004945206704,4952.30952351574,10669.378422767,20.8,72.8078048780488,4.468302,REST OF WORLD
85,2000,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA,0,,6.813566098867501,18.5035830996714,814.99793353259,2213.28769257663,9.7,58.365,8.360225,REST OF WORLD
86,2000,HUN,Hungary,Europe & Central Asia,High income,Not classified,715.857664815596,1.51310022700998,47.2184058924258,121.047828577684,4624.28165670295,11854.683416267,33.4,71.2463414634146,10.210971,REST OF WORLD
87,2000,IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,1129.54283956935,0.684483763500435,165.02101207780998,1002.39338698127,770.865351580294,4682.49661632627,3.5,66.433,214.072421,REST OF WORLD
88,2000,IMN,Isle of Man,Europe & Central Asia,High income,Not classified,,,1.5636677996157802,,20693.8381675417,,,74.725,0.075562,REST OF WORLD
89,2000,IND,India,South Asia,Lower middle income,IBRD,14287.5142407035,2.94892990622572,468.395521654458,2211.96628261715,442.03533042158,2087.48205611449,17,62.669,1059.633675,BRICS
90,2000,IRL,Ireland,Europe & Central Asia,High income,Not classified,694.6747742767641,0.695697742113547,100.207610429909,114.952273134222,26334.5672050501,30209.4656208159,12.7,76.5365853658537,3.805174,REST OF WORLD
91,2000,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,IBRD,8327.05382436261,2.29504222152572,109.591707801431,712.6295709438631,1672.02287649013,10872.4735564886,8,69.691,65.544383,REST OF WORLD
92,2000,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD,,,48.3642509439051,259.584088315935,1963.72283862715,10539.8345435235,3.8,66.817,24.628858,REST OF WORLD
93,2000,ISL,Iceland,Europe & Central Asia,High income,Not classified,0,,9.02566036175842,8.375093029859569,32096.3722613695,29782.8738104215,13.1,79.6536585365854,0.281205,REST OF WORLD
94,2000,ISR,Israel,Middle East & North Africa,High income,Not classified,8327.54375299401,6.29716498346273,136.035771711672,161.584353203641,21630.7476087887,25693.171124764,6.8,78.9536585365854,6.289,REST OF WORLD
95,2000,ITA,Italy,Europe & Central Asia,High income,Not classified,19878.7209323752,1.74105950432123,1146.6768942097299,1541.75600645258,20137.5912217673,27075.8505542609,7.5,79.7780487804878,56.942108,G7
96,2000,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,43.5662324912703,0.486319761296974,9.00506447493003,16.8557621704215,3447.30389648976,6452.69501069845,1.9,70.944,2.612205,REST OF WORLD
97,2000,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,529.337094499295,6.25655642564826,8.4607898448519,30.385910541986,1673.35812510644,6009.66472712094,2.5,71.918,5.056174,REST OF WORLD
98,2000,JPN,Japan,East Asia & Pacific,High income,Not classified,45509.6738273094,0.915985609742523,4968.35907595659,3461.19921287149,39169.3595701504,27287.2701912718,23.9,81.0760975609756,126.843,G7
99,2000,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,143.527541105866,0.784645080413813,18.291990662035598,114.990222142414,1229.00096132728,7725.95482729905,38.7,65.45,14.883626,REST OF WORLD
100,2000,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,165.584735249522,1.31374203224597,12.7053500978044,58.4328638461548,411.821352113869,1893.99747443147,7.6,54.411,30.851606,REST OF WORLD
101,2000,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,25.7941558114867,1.88267868153659,1.36968849806778,9.12009169003937,279.619569260939,1861.8511534459,14.8,68.5585365853659,4.8984,REST OF WORLD
102,2000,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,81.0258413070364,2.20981320983564,3.65403171639855,13.0586279038062,301.516598526092,1077.54758922955,5,58.625,12.118841,REST OF WORLD
103,2000,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA,,,0.07479010938488319,0.144808266169514,841.984434567393,1630.24639373059,31.2,64.409,0.088826,REST OF WORLD
104,2000,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,,,0.42169576984391804,0.690322971356091,9275.98974602226,15184.9491070608,,69.781,0.045461,REST OF WORLD
105,2000,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,13801.1070241211,2.45731751955534,576.179387819613,871.4756385252861,12257.0206622345,18538.8355325592,14.5,75.909756097561,47.008111,REST OF WORLD
106,2000,KWT,Kuwait,Middle East & North Africa,High income,Not classified,2697.0755963558004,7.15014865654555,37.718743480075105,114.74714609828399,19493.8880490915,59303.8848490354,3,76.722,1.934901,REST OF WORLD
107,2000,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,13.7176645992971,0.791543216650207,1.73119802246763,9.74297422521459,318.770922812242,1794.00440873921,6.9,58.378,5.430853,REST OF WORLD
108,2000,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD,930.0165837479269,5.39210030383447,17.2603648424544,34.3661127239352,3994.86114388889,7953.93664273394,2.8,73.931,4.320642,REST OF WORLD
109,2000,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA,,,0.874,2.8267910435924803,301.87646966176,976.363501957873,5.1,51.356,2.895224,REST OF WORLD
110,2000,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD,1085.5346648704601,3.14686367358096,38.2709541381128,109.373537683502,7424.34786637531,21217.8454764407,4.9,70.68,5.15479,REST OF WORLD
111,2000,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,,,0.932592592592592,1.47730704132408,5846.97550214791,9262.11311174974,7.2,70.768,0.1595,REST OF WORLD
112,2000,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,,,2.48388985832312,,75210.1331775911,,,76.8268292682927,0.033026,REST OF WORLD
113,2000,LKA,Sri Lanka,South Asia,Lower middle income,IDA,822.127365590071,5.03387296841704,16.3308141799766,84.268270520055,869.753488572239,4487.9956046914,26.7,70.355,18.776371,REST OF WORLD
114,2000,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,30.5555035209796,3.28492612837033,0.887291687920796,2.5508298212961704,443.949949675926,1276.28916872867,28.6,48.427,1.99863,REST OF WORLD
115,2000,LTU,Lithuania,Europe & Central Asia,High income,Not classified,140.4,1.21669999047963,11.5247768666379,29.5603274971882,3293.22997867086,8446.92767760874,50.1,72.0195121951219,3.499536,REST OF WORLD
116,2000,LUX,Luxembourg,Europe & Central Asia,High income,Not classified,115.698727119554,0.54411854308622,21.2301829893036,24.050728709228903,48659.5988753233,55124.2922512694,16.1,77.8731707317073,0.4363,REST OF WORLD
117,2000,LVA,Latvia,Europe & Central Asia,High income,Not classified,69.9906833593674,0.881715011606815,7.95885283893395,19.0363071976941,3361.64086880275,8040.50904846532,34.7,70.3146341463415,2.36755,REST OF WORLD
118,2000,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,,,6.7741935483871005,14.938609735471701,15684.7795496765,34588.441975549,,80.959,0.431896,REST OF WORLD
119,2000,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified,,,,,,,,76.663,0.02961,REST OF WORLD
120,2000,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD,859.1514832103601,2.21096220697173,43.0174554018445,112.779237887222,1492.37707519531,3912.57788085938,9.9,66.787,28.554415,REST OF WORLD
121,2000,MCO,Monaco,Europe & Central Asia,High income,Not classified,,,2.65446266526893,,81763.8276688413,,,,0.032465,REST OF WORLD
122,2000,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,5.090797960463879,0.387282499272851,1.28842939179951,8.904650398793569,440.538683980372,3044.67050577829,17.2,66.417,2.924668,REST OF WORLD
123,2000,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,47.2109346139638,1.21751390900084,4.62924720384524,20.4106813939981,285.466463233818,1258.64201524972,5.8,57.938,16.216431,REST OF WORLD
124,2000,MDV,Maldives,South Asia,Upper middle income,IDA,,,0.6243371452846219,2.4065800644046798,2209.98823138762,8518.65640286675,3.8,70.876,0.282507,REST OF WORLD
125,2000,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,3031.4545093045804,0.446047820449759,742.06132964337,1154.3510471593102,7581.84564147003,11794.3236037342,3.5,73.569,97.873442,REST OF WORLD
126,2000,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,,,0.114838470458984,0.126528930465789,2117.85317311493,2333.44885043135,,63.275,0.054224,REST OF WORLD
127,2000,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,69.82894790748351,1.850821459557,3.77285903420508,12.467350606549,1861.89899780644,6152.61460584251,9.3,72.9463414634147,2.02635,REST OF WORLD
128,2000,MLI,Mali,Sub-Saharan Africa ,Low income,IDA,43.6812476825062,1.47864974445751,2.96148495386444,12.4066112642434,263.498384244829,1103.87932844837,4.8,50.539,11.239101,REST OF WORLD
129,2000,MLT,Malta,Middle East & North Africa,High income,Not classified,25.3539480516936,0.625517348678825,4.06951555678692,7.16117380185793,10432.328062168,18357.8888859611,6.8,78.3487804878049,0.390087,REST OF WORLD
130,2000,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,9030.56440883695,2.00119922180272,8.90506616358643,42.9696077330886,195.550995666386,943.59204314046,4.7,60.155,45.538332,REST OF WORLD
131,2000,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,,,0.984293043811565,3.6312565923794,1627.06511911987,6002.57309261823,20.8,73.8184878048781,0.60495,REST OF WORLD
132,2000,MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,24.2655595493512,2.02248060815309,1.13689612361298,8.93151381372092,463.853881903101,3644.05970582405,22,62.882,2.450979,REST OF WORLD
133,2000,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified,,,,,,,,,0.080338,REST OF WORLD
134,2000,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA,55.3614584427866,1.28445790695832,5.930685214615949,8.55660391593128,333.775138348215,481.560149035121,12.5,49.491,17.768505,REST OF WORLD
135,2000,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,37.8783122595983,2.92800544546355,1.77952088647015,6.02049621067236,660.303861060692,2233.94786969527,3.5,61.028,2.695003,REST OF WORLD
136,2000,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,9.36014263074485,0.200718816089576,4.72610862247661,10.8476675146779,3981.98343249582,9139.7036706353,11.8,71.6634146341463,1.186873,REST OF WORLD
137,2000,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,11.7275014359178,0.672638828685643,2.53730758032808,11.0252370059317,225.952456739454,981.820023295275,10.8,44.518,11.229387,REST OF WORLD
138,2000,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,1533.15789473684,1.63467554804841,93.7897368421053,299.208017024646,4087.56259349384,13040.1421226118,4.7,72.775,22.94515,REST OF WORLD
